index,title,reviews,recommends(%),authors,publisher,price_n,price_r
"49","汀南丝雨【限量亲签版】","683","100","狄戈","台海出版社","29.80","42.80"
"50","底层逻辑：看清这个世界的底牌","49154","99.9","刘润","机械工业出版社","41.40","69.00"
"51","神奇校车・桥梁书版（全20册）","1301536","99.9","乔安娜柯尔","贵州人民出版社","75.00","150.00"
"52","学会管自己幼儿版-歪歪兔自控力教育系列绘本（全10册，幼儿园情绪管理与时间管理绘本）","202909","99.9","歪歪兔关键期早教项目组","海豚出版社","44.00","88.00"
"53","他在云之南（人气作家景行燃情悬爱力作！随书附赠“追光”书签。）","36156","100","景行","百花文艺出版社","19.90","39.80"
"54","中华人民共和国民法典(32开压纹烫金版 附草案说明)2021年1月起正式施行  团购电话：4001066666转6","145055","99.9","法律出版社","法律出版社","8.10","28.00"
"55","傅雷家书","68675","100","傅雷","万卷出版公司","19.90","39.80"
"56","夏天、烟火和我的尸体（张震、田�D推荐。乙一16岁惊世成名作，高口碑暗黑杰作，获第6届JUMP小说大奖）","179092","100","乙一","南海出版公司","22.50","45.00"
"57","半小时漫画中国史（春节礼盒限量版）（过年送孩子半小时漫画，看得笑哈哈，来年当学霸！）（中国史1-5完结＋传统节日，共6册）","15299","100","陈磊・半小时漫画团队","海南出版社","129.70","259.40"
"58","置身事内：中国政府与经济发展（罗永浩、罗振宇、何帆、刘格菘、张军、周黎安、王烁联袂推荐，复旦经院毕业课）","36978","99.9","兰小欢","上海人民出版社","32.50","65.00"
"59","红岩","642967","99.9","罗广斌","中国青年出版社","29.40","36.00"
"60","雷雨（中国现代杰出剧作家曹禺的代表作，被翻译成各国语言的中国话剧，精装收藏版）","61521","100","曹禺","北京十月文艺出版社","18.00","36.00"
"61","那个不为人知的故事","131952","99.9","Twentine","四川文艺出版社","18.90","42.00"
"62","边城（沈从文代表作）","187935","100","沈从文","中国友谊出版公司","15.70","32.00"
"63","名人传（1915年诺贝尔文学奖获得者罗曼・罗兰的传记代表作）","131703","99.7","罗曼罗兰","作家出版社","13.80","28.00"
"64","时代广场的蟋蟀：麦克米伦世纪大奖小说最新升级版","491997","100","乔治・塞尔登","二十一世纪出版社","12.50","25.00"
"65","如何说孩子才会听 怎么听孩子才肯说（全新修订版，涂磊推荐）","941649","99.9","玛兹丽施","中央编译出版社","18.40","36.80"
"66","世界上最棒的礼物――图画中隐藏无数细节，让小小孩玩过瘾！","119226","100","赖马","北京联合出版有限公司","22.90","45.80"
"67","小王子（纪念版，李继宏口碑译作，作者基金会官方认证简体中文版）【果麦经典】","1476248","99.9","安托万・德・圣埃克苏佩里","天津人民出版社","19.90","39.80"
"68","全球最美的100个地方 图说天下 国家地理","328051","99.8","图说天下.国家地理","北京联合出版公司","7.70","19.90"
"69","彩虹色的花","242819","100","麦克","二十一世纪出版社","23.00","46.00"
"70","跟着诗词去旅行 图说天下 寻梦之旅","155749","100","郝娟菡","四川人民出版社","22.10","29.90"
"71","流浪的地球（《三体》作者刘慈欣绚丽想象力之作，大人孩子均可阅读。)","633505","100","刘慈欣","浙江教育出版社","14.30","29.00"
